A		SANDUSKY RIVER NEAR FREMONT
B		OBSERVED_EDITED
C		DISCHARGE
E		
F		USGS
Units		cms
Type		INST-VAL
43010	16Jun2013  0030	79.63
43011	16Jun2013  0100	78.50
43012	16Jun2013  0130	77.08
43013	16Jun2013  0200	75.95
43014	16Jun2013  0230	74.53
43015	16Jun2013  0300	73.11
43016	16Jun2013  0330	72.26
43017	16Jun2013  0400	71.13
43018	16Jun2013  0430	70.28
43019	16Jun2013  0500	68.86
43020	16Jun2013  0530	68.01
43021	16Jun2013  0600	66.88
43022	16Jun2013  0630	65.46
43023	16Jun2013  0700	64.61
43024	16Jun2013  0730	63.20
43025	16Jun2013  0800	62.34
43026	16Jun2013  0830	61.49
43027	16Jun2013  0900	60.64
43028	16Jun2013  0930	59.79
43029	16Jun2013  1000	58.38
43030	16Jun2013  1030	57.24
43031	16Jun2013  1100	56.39
43032	16Jun2013  1130	55.26
43033	16Jun2013  1200	54.41
43034	16Jun2013  1230	53.28
43035	16Jun2013  1300	52.43
43036	16Jun2013  1330	51.58
43037	16Jun2013  1400	50.44
43038	16Jun2013  1430	49.59
43039	16Jun2013  1500	48.74
43040	16Jun2013  1530	48.18
43041	16Jun2013  1600	47.33
43042	16Jun2013  1630	46.48
43043	16Jun2013  1700	45.63
43044	16Jun2013  1730	44.77
43045	16Jun2013  1800	44.21
43046	16Jun2013  1830	43.36
43047	16Jun2013  1900	42.22
43048	16Jun2013  1930	41.66
43049	16Jun2013  2000	40.81
43050	16Jun2013  2030	39.67
43051	16Jun2013  2100	39.11
43052	16Jun2013  2130	38.26
43053	16Jun2013  2200	37.69
43054	16Jun2013  2230	36.84
43055	16Jun2013  2300	35.99
43056	16Jun2013  2330	35.42
43057	17Jun2013  0000	34.57
43058	17Jun2013  0030	34.01
43059	17Jun2013  0100	33.16
43060	17Jun2013  0130	32.59
43061	17Jun2013  0200	32.31
43062	17Jun2013  0230	31.46
43063	17Jun2013  0300	30.89
43064	17Jun2013  0330	30.61
43065	17Jun2013  0400	29.76
43066	17Jun2013  0430	29.19
43067	17Jun2013  0500	28.91
43068	17Jun2013  0530	28.62
43069	17Jun2013  0600	28.08
43070	17Jun2013  0630	27.69
43071	17Jun2013  0700	27.29
43072	17Jun2013  0730	26.52
43073	17Jun2013  0800	26.13
43074	17Jun2013  0830	25.76
43075	17Jun2013  0900	25.39
43076	17Jun2013  0930	25.39
43077	17Jun2013  1000	24.99
43078	17Jun2013  1030	24.63
43079	17Jun2013  1100	24.29
43080	17Jun2013  1130	23.92
43081	17Jun2013  1200	23.55
43082	17Jun2013  1230	23.21
43083	17Jun2013  1300	23.21
43084	17Jun2013  1330	22.50
43085	17Jun2013  1400	22.50
43086	17Jun2013  1430	22.16
43087	17Jun2013  1500	21.82
43088	17Jun2013  1530	21.82
43089	17Jun2013  1600	21.48
43090	17Jun2013  1630	21.17
43091	17Jun2013  1700	20.83
43092	17Jun2013  1730	20.83
43093	17Jun2013  1800	20.52
43094	17Jun2013  1830	20.18
43095	17Jun2013  1900	20.18
43096	17Jun2013  1930	19.87
43097	17Jun2013  2000	19.87
43098	17Jun2013  2030	19.55
43099	17Jun2013  2100	19.24
43100	17Jun2013  2130	19.24
43101	17Jun2013  2200	19.24
43102	17Jun2013  2230	18.93
43103	17Jun2013  2300	18.62
43104	17Jun2013  2330	18.62
43105	18Jun2013  0000	18.34
43106	18Jun2013  0030	18.34
43107	18Jun2013  0100	18.34
43108	18Jun2013  0130	18.02
43109	18Jun2013  0200	17.74
43110	18Jun2013  0230	17.74
43111	18Jun2013  0300	17.43
43112	18Jun2013  0330	17.43
43113	18Jun2013  0400	17.14
43114	18Jun2013  0430	17.14
43115	18Jun2013  0500	16.86
43116	18Jun2013  0530	16.86
43117	18Jun2013  0600	16.58
43118	18Jun2013  0630	16.58
43119	18Jun2013  0700	16.58
43120	18Jun2013  0730	16.29
43121	18Jun2013  0800	16.29
43122	18Jun2013  0830	16.01
43123	18Jun2013  0900	16.01
43124	18Jun2013  0930	16.01
43125	18Jun2013  1000	15.76
43126	18Jun2013  1030	15.76
43127	18Jun2013  1100	15.47
43128	18Jun2013  1130	15.47
43129	18Jun2013  1200	15.47
43130	18Jun2013  1230	15.47
43131	18Jun2013  1300	15.22
43132	18Jun2013  1330	15.22
43133	18Jun2013  1400	14.96
43134	18Jun2013  1430	14.96
43135	18Jun2013  1500	14.96
43136	18Jun2013  1530	14.68
43137	18Jun2013  1600	14.68
43138	18Jun2013  1630	14.68
43139	18Jun2013  1700	14.42
43140	18Jun2013  1730	14.42
43141	18Jun2013  1800	14.17
43142	18Jun2013  1830	14.17
43143	18Jun2013  1900	14.17
43144	18Jun2013  1930	13.91
43145	18Jun2013  2000	13.91
43146	18Jun2013  2030	13.69
43147	18Jun2013  2100	13.69
43148	18Jun2013  2130	13.69
43149	18Jun2013  2200	13.69
43150	18Jun2013  2230	13.43
43151	18Jun2013  2300	13.43
43152	18Jun2013  2330	13.43
43153	19Jun2013  0000	13.21
43154	19Jun2013  0030	13.21
43155	19Jun2013  0100	13.21
43156	19Jun2013  0130	12.95
43157	19Jun2013  0200	12.95
43158	19Jun2013  0230	12.95
43159	19Jun2013  0300	12.95
43160	19Jun2013  0330	12.72
43161	19Jun2013  0400	12.72
43162	19Jun2013  0430	12.47
43163	19Jun2013  0500	12.47
43164	19Jun2013  0530	12.47
43165	19Jun2013  0600	12.47
43166	19Jun2013  0630	12.24
43167	19Jun2013  0700	12.24
43168	19Jun2013  0730	12.24
43169	19Jun2013  0800	12.02
43170	19Jun2013  0830	12.02
43171	19Jun2013  0900	12.02
43172	19Jun2013  0930	11.79
43173	19Jun2013  1000	11.79
43174	19Jun2013  1030	11.79
43175	19Jun2013  1100	11.59
43176	19Jun2013  1130	11.59
43177	19Jun2013  1200	11.59
43178	19Jun2013  1230	11.59
43179	19Jun2013  1300	11.36
43180	19Jun2013  1330	11.36
43181	19Jun2013  1400	11.36
43182	19Jun2013  1430	11.14
43183	19Jun2013  1500	11.14
43184	19Jun2013  1530	11.14
43185	19Jun2013  1600	11.14
43186	19Jun2013  1630	10.94
43187	19Jun2013  1700	10.94
43188	19Jun2013  1730	10.71
43189	19Jun2013  1800	10.71
43190	19Jun2013  1830	10.71
43191	19Jun2013  1900	10.71
43192	19Jun2013  1930	10.51
43193	19Jun2013  2000	10.51
43194	19Jun2013  2030	10.51
43195	19Jun2013  2100	10.32
43196	19Jun2013  2130	10.32
43197	19Jun2013  2200	10.32
43198	19Jun2013  2230	10.32
43199	19Jun2013  2300	10.09
43200	19Jun2013  2330	10.09
43201	20Jun2013  0000	10.09
43202	20Jun2013  0030	10.09
43203	20Jun2013  0100	10.09
43204	20Jun2013  0130	9.89
43205	20Jun2013  0200	9.89
43206	20Jun2013  0230	9.89
43207	20Jun2013  0300	9.89
43208	20Jun2013  0330	9.69
43209	20Jun2013  0400	9.69
43210	20Jun2013  0430	9.69
43211	20Jun2013  0500	9.69
43212	20Jun2013  0530	9.52
43213	20Jun2013  0600	9.52
43214	20Jun2013  0630	9.52
43215	20Jun2013  0700	9.52
43216	20Jun2013  0730	9.32
43217	20Jun2013  0800	9.32
43218	20Jun2013  0830	9.32
43219	20Jun2013  0900	9.32
43220	20Jun2013  0930	9.13
43221	20Jun2013  1000	9.13
43222	20Jun2013  1030	9.13
43223	20Jun2013  1100	9.13
43224	20Jun2013  1130	8.93
43225	20Jun2013  1200	8.93
43226	20Jun2013  1230	8.93
43227	20Jun2013  1300	8.93
43228	20Jun2013  1330	8.93
43229	20Jun2013  1400	8.76
43230	20Jun2013  1430	8.76
43231	20Jun2013  1500	8.76
43232	20Jun2013  1530	8.76
43233	20Jun2013  1600	8.59
43234	20Jun2013  1630	8.59
43235	20Jun2013  1700	8.59
43236	20Jun2013  1730	8.59
43237	20Jun2013  1800	8.39
43238	20Jun2013  1830	8.39
43239	20Jun2013  1900	8.39
43240	20Jun2013  1930	8.39
43241	20Jun2013  2000	8.22
43242	20Jun2013  2030	8.22
43243	20Jun2013  2100	8.22
43244	20Jun2013  2130	8.22
43245	20Jun2013  2200	8.05
43246	20Jun2013  2230	8.05
43247	20Jun2013  2300	8.05
43248	20Jun2013  2330	8.05
43249	21Jun2013  0000	8.05
43250	21Jun2013  0030	7.88
43251	21Jun2013  0100	7.88
43252	21Jun2013  0130	7.88
43253	21Jun2013  0200	7.88
43254	21Jun2013  0230	7.88
43255	21Jun2013  0300	7.88
43256	21Jun2013  0330	7.71
43257	21Jun2013  0400	7.71
43258	21Jun2013  0430	7.71
43259	21Jun2013  0500	7.71
43260	21Jun2013  0530	7.54
43261	21Jun2013  0600	7.54
43262	21Jun2013  0630	7.54
43263	21Jun2013  0700	7.54
43264	21Jun2013  0730	7.54
43265	21Jun2013  0800	7.37
43266	21Jun2013  0830	7.37
43267	21Jun2013  0900	7.37
43268	21Jun2013  0930	7.37
43269	21Jun2013  1000	7.37
43270	21Jun2013  1030	7.37
43271	21Jun2013  1100	7.20
43272	21Jun2013  1130	7.20
43273	21Jun2013  1200	7.20
43274	21Jun2013  1230	7.20
43275	21Jun2013  1300	7.20
43276	21Jun2013  1330	7.20
43277	21Jun2013  1400	7.20
43278	21Jun2013  1430	7.06
43279	21Jun2013  1500	7.06
43280	21Jun2013  1530	7.06
43281	21Jun2013  1600	7.06
43282	21Jun2013  1630	7.06
43283	21Jun2013  1700	7.06
43284	21Jun2013  1730	7.06
43285	21Jun2013  1800	6.89
43286	21Jun2013  1830	6.89
43287	21Jun2013  1900	6.89
43288	21Jun2013  1930	6.89
43289	21Jun2013  2000	6.89
43290	21Jun2013  2030	6.74
43291	21Jun2013  2100	6.74
43292	21Jun2013  2130	6.74
43293	21Jun2013  2200	6.74
43294	21Jun2013  2230	6.74
43295	21Jun2013  2300	6.74
43296	21Jun2013  2330	6.57
43297	22Jun2013  0000	6.57
43298	22Jun2013  0030	6.57
43299	22Jun2013  0100	6.57
43300	22Jun2013  0130	6.57
43301	22Jun2013  0200	6.43
43302	22Jun2013  0230	6.43
43303	22Jun2013  0300	6.43
43304	22Jun2013  0330	6.43
43305	22Jun2013  0400	6.43
43306	22Jun2013  0430	6.43
43307	22Jun2013  0500	6.29
43308	22Jun2013  0530	6.29
43309	22Jun2013  0600	6.29
43310	22Jun2013  0630	6.29
43311	22Jun2013  0700	6.29
43312	22Jun2013  0730	6.29
43313	22Jun2013  0800	6.15
43314	22Jun2013  0830	6.15
43315	22Jun2013  0900	6.15
43316	22Jun2013  0930	6.15
43317	22Jun2013  1000	6.15
43318	22Jun2013  1030	6.15
43319	22Jun2013  1100	6.01
43320	22Jun2013  1130	6.01
43321	22Jun2013  1200	6.01
43322	22Jun2013  1230	6.01
43323	22Jun2013  1300	6.01
43324	22Jun2013  1330	6.01
43325	22Jun2013  1400	6.01
43326	22Jun2013  1430	5.87
43327	22Jun2013  1500	5.87
43328	22Jun2013  1530	5.87
43329	22Jun2013  1600	5.87
43330	22Jun2013  1630	5.87
43331	22Jun2013  1700	5.87
43332	22Jun2013  1730	5.87
43333	22Jun2013  1800	5.87
43334	22Jun2013  1830	5.87
43335	22Jun2013  1900	5.72
43336	22Jun2013  1930	5.72
43337	22Jun2013  2000	5.72
43338	22Jun2013  2030	5.72
43339	22Jun2013  2100	5.72
43340	22Jun2013  2130	5.72
43341	22Jun2013  2200	5.58
43342	22Jun2013  2230	5.58
43343	22Jun2013  2300	5.58
43344	22Jun2013  2330	5.58
43345	23Jun2013  0000	5.58
43346	23Jun2013  0030	5.58
43347	23Jun2013  0100	5.58
43348	23Jun2013  0130	5.58
43349	23Jun2013  0200	5.58
43350	23Jun2013  0230	5.58
43351	23Jun2013  0300	5.44
43352	23Jun2013  0330	5.44
43353	23Jun2013  0400	5.44
43354	23Jun2013  0430	5.44
43355	23Jun2013  0500	5.44
43356	23Jun2013  0530	5.44
43357	23Jun2013  0600	5.44
43358	23Jun2013  0630	5.44
43359	23Jun2013  0700	5.44
43360	23Jun2013  0730	5.44
43361	23Jun2013  0800	5.33
43362	23Jun2013  0830	5.33
43363	23Jun2013  0900	5.33
43364	23Jun2013  0930	5.33
43365	23Jun2013  1000	5.33
43366	23Jun2013  1030	5.33
43367	23Jun2013  1100	5.33
43368	23Jun2013  1130	5.33
43369	23Jun2013  1200	5.19
43370	23Jun2013  1230	5.19
43371	23Jun2013  1300	5.19
43372	23Jun2013  1330	5.19
43373	23Jun2013  1400	5.19
43374	23Jun2013  1430	5.19
43375	23Jun2013  1500	5.19
43376	23Jun2013  1530	5.19
43377	23Jun2013  1600	5.19
43378	23Jun2013  1630	5.02
43379	23Jun2013  1700	5.02
43380	23Jun2013  1730	5.02
43381	23Jun2013  1800	5.02
43382	23Jun2013  1830	5.02
43383	23Jun2013  1900	5.02
43384	23Jun2013  1930	5.02
43385	23Jun2013  2000	5.02
43386	23Jun2013  2030	5.02
43387	23Jun2013  2100	5.02
43388	23Jun2013  2130	5.02
43389	23Jun2013  2200	4.87
43390	23Jun2013  2230	4.87
43391	23Jun2013  2300	4.87
43392	23Jun2013  2330	4.87
43393	24Jun2013  0000	4.87
43394	24Jun2013  0030	4.87
43395	24Jun2013  0100	4.87
43396	24Jun2013  0130	4.87
43397	24Jun2013  0200	4.87
43398	24Jun2013  0230	4.87
43399	24Jun2013  0300	4.87
43400	24Jun2013  0330	4.87
43401	24Jun2013  0400	4.73
43402	24Jun2013  0430	4.73
43403	24Jun2013  0500	4.73
43404	24Jun2013  0530	4.73
43405	24Jun2013  0600	4.73
43406	24Jun2013  0630	4.73
43407	24Jun2013  0700	4.73
43408	24Jun2013  0730	4.73
43409	24Jun2013  0800	4.73
43410	24Jun2013  0830	4.73
43411	24Jun2013  0900	4.73
43412	24Jun2013  0930	4.56
43413	24Jun2013  1000	4.56
43414	24Jun2013  1030	4.56
43415	24Jun2013  1100	4.56
43416	24Jun2013  1130	4.56
43417	24Jun2013  1200	4.56
43418	24Jun2013  1230	4.56
43419	24Jun2013  1300	4.87
43420	24Jun2013  1330	4.73
43421	24Jun2013  1400	4.73
43422	24Jun2013  1430	4.73
43423	24Jun2013  1500	4.73
43424	24Jun2013  1530	4.73
43425	24Jun2013  1600	4.73
43426	24Jun2013  1630	4.56
43427	24Jun2013  1700	4.56
43428	24Jun2013  1730	4.56
43429	24Jun2013  1800	4.42
43430	24Jun2013  1830	4.42
43431	24Jun2013  1900	4.42
43432	24Jun2013  1930	4.42
43433	24Jun2013  2000	4.42
43434	24Jun2013  2030	4.42
43435	24Jun2013  2100	4.42
43436	24Jun2013  2130	4.42
43437	24Jun2013  2200	4.42
43438	24Jun2013  2230	4.42
43439	24Jun2013  2300	4.42
43440	24Jun2013  2330	4.42
43441	25Jun2013  0000	4.42
43442	25Jun2013  0030	4.42
43443	25Jun2013  0100	4.28
43444	25Jun2013  0130	4.28
43445	25Jun2013  0200	4.28
43446	25Jun2013  0230	4.28
43447	25Jun2013  0300	4.28
43448	25Jun2013  0330	4.28
43449	25Jun2013  0400	4.28
43450	25Jun2013  0430	4.28
43451	25Jun2013  0500	4.28
43452	25Jun2013  0530	4.28
43453	25Jun2013  0600	4.28
43454	25Jun2013  0630	4.14
43455	25Jun2013  0700	4.14
43456	25Jun2013  0730	4.14
43457	25Jun2013  0800	4.14
43458	25Jun2013  0830	4.14
43459	25Jun2013  0900	4.14
43460	25Jun2013  0930	4.14
43461	25Jun2013  1000	4.14
43462	25Jun2013  1030	4.14
43463	25Jun2013  1100	4.14
43464	25Jun2013  1130	4.14
43465	25Jun2013  1200	4.14
43466	25Jun2013  1230	4.14
43467	25Jun2013  1300	4.14
43468	25Jun2013  1330	4.14
43469	25Jun2013  1400	4.28
43470	25Jun2013  1430	4.73
43471	25Jun2013  1500	4.56
43472	25Jun2013  1530	4.56
43473	25Jun2013  1600	4.42
43474	25Jun2013  1630	4.42
43475	25Jun2013  1700	4.42
43476	25Jun2013  1730	4.28
43477	25Jun2013  1800	4.28
43478	25Jun2013  1830	4.28
43479	25Jun2013  1900	4.28
43480	25Jun2013  1930	4.28
43481	25Jun2013  2000	4.28
43482	25Jun2013  2030	4.28
43483	25Jun2013  2100	4.28
43484	25Jun2013  2130	4.28
43485	25Jun2013  2200	4.28
43486	25Jun2013  2230	4.28
43487	25Jun2013  2300	4.28
43488	25Jun2013  2330	4.28
43489	26Jun2013  0000	4.28
43490	26Jun2013  0030	4.28
43491	26Jun2013  0100	4.28
43492	26Jun2013  0130	4.28
43493	26Jun2013  0200	4.28
43494	26Jun2013  0230	4.28
43495	26Jun2013  0300	4.28
43496	26Jun2013  0330	4.28
43497	26Jun2013  0400	4.28
43498	26Jun2013  0430	4.28
43499	26Jun2013  0500	4.28
43500	26Jun2013  0530	4.28
43501	26Jun2013  0600	4.28
43502	26Jun2013  0630	4.14
43503	26Jun2013  0700	4.14
43504	26Jun2013  0730	4.14
43505	26Jun2013  0800	4.14
43506	26Jun2013  0830	4.14
43507	26Jun2013  0900	4.14
43508	26Jun2013  0930	4.14
43509	26Jun2013  1000	4.14
43510	26Jun2013  1030	4.14
43511	26Jun2013  1100	4.14
43512	26Jun2013  1130	4.14
43513	26Jun2013  1200	4.00
43514	26Jun2013  1230	4.00
43515	26Jun2013  1300	4.00
43516	26Jun2013  1330	4.00
43517	26Jun2013  1400	4.00
43518	26Jun2013  1430	4.00
43519	26Jun2013  1500	4.00
43520	26Jun2013  1530	4.00
43521	26Jun2013  1600	4.00
43522	26Jun2013  1630	4.00
43523	26Jun2013  1700	4.00
43524	26Jun2013  1730	4.00
43525	26Jun2013  1800	4.56
43526	26Jun2013  1830	4.42
43527	26Jun2013  1900	4.28
43528	26Jun2013  1930	4.28
43529	26Jun2013  2000	4.14
43530	26Jun2013  2030	4.14
43531	26Jun2013  2100	4.14
43532	26Jun2013  2130	4.14
43533	26Jun2013  2200	4.14
43534	26Jun2013  2230	4.14
43535	26Jun2013  2300	4.28
43536	26Jun2013  2330	4.28
43537	27Jun2013  0000	4.28
43538	27Jun2013  0030	4.28
43539	27Jun2013  0100	4.42
43540	27Jun2013  0130	4.42
43541	27Jun2013  0200	4.56
43542	27Jun2013  0230	4.56
43543	27Jun2013  0300	4.73
43544	27Jun2013  0330	4.87
43545	27Jun2013  0400	5.19
43546	27Jun2013  0430	5.72
43547	27Jun2013  0500	6.89
43548	27Jun2013  0530	8.05
43549	27Jun2013  0600	9.52
43550	27Jun2013  0630	10.94
43551	27Jun2013  0700	12.47
43552	27Jun2013  0730	14.17
43553	27Jun2013  0800	17.14
43554	27Jun2013  0830	20.83
43555	27Jun2013  0900	25.76
43556	27Jun2013  0930	31.46
43557	27Jun2013  1000	36.84
43558	27Jun2013  1030	42.22
43559	27Jun2013  1100	46.19
43560	27Jun2013  1130	49.31
43561	27Jun2013  1200	52.43
43562	27Jun2013  1230	54.98
43563	27Jun2013  1300	57.24
43564	27Jun2013  1330	59.23
43565	27Jun2013  1400	60.64
43566	27Jun2013  1430	61.49
43567	27Jun2013  1500	62.06
43568	27Jun2013  1530	62.06
43569	27Jun2013  1600	61.49
43570	27Jun2013  1630	60.64
43571	27Jun2013  1700	59.79
43572	27Jun2013  1730	58.38
43573	27Jun2013  1800	56.68
43574	27Jun2013  1830	55.26
43575	27Jun2013  1900	53.84
43576	27Jun2013  1930	52.43
43577	27Jun2013  2000	51.58
43578	27Jun2013  2030	50.16
43579	27Jun2013  2100	48.74
43580	27Jun2013  2130	47.89
43581	27Jun2013  2200	46.48
43582	27Jun2013  2230	45.63
43583	27Jun2013  2300	44.77
43584	27Jun2013  2330	43.36
43585	28Jun2013  0000	42.22
43586	28Jun2013  0030	41.09
43587	28Jun2013  0100	40.24
43588	28Jun2013  0130	38.82
43589	28Jun2013  0200	37.69
43590	28Jun2013  0230	36.84
43591	28Jun2013  0300	35.99
43592	28Jun2013  0330	34.86
43593	28Jun2013  0400	34.01
43594	28Jun2013  0430	33.16
43595	28Jun2013  0500	32.31
43596	28Jun2013  0530	31.74
43597	28Jun2013  0600	31.46
43598	28Jun2013  0630	30.89
43599	28Jun2013  0700	30.89
43600	28Jun2013  0730	30.89
43601	28Jun2013  0800	31.46
43602	28Jun2013  0830	31.74
43603	28Jun2013  0900	32.31
43604	28Jun2013  0930	32.59
43605	28Jun2013  1000	33.72
43606	28Jun2013  1030	34.01
43607	28Jun2013  1100	34.57
43608	28Jun2013  1130	34.86
43609	28Jun2013  1200	35.42
43610	28Jun2013  1230	35.99
43611	28Jun2013  1300	35.99
43612	28Jun2013  1330	36.27
43613	28Jun2013  1400	35.99
43614	28Jun2013  1430	35.99
43615	28Jun2013  1500	35.99
43616	28Jun2013  1530	35.99
43617	28Jun2013  1600	35.99
43618	28Jun2013  1630	35.42
43619	28Jun2013  1700	34.86
43620	28Jun2013  1730	34.57
43621	28Jun2013  1800	34.01
43622	28Jun2013  1830	34.01
43623	28Jun2013  1900	33.72
43624	28Jun2013  1930	33.16
43625	28Jun2013  2000	33.16
43626	28Jun2013  2030	33.16
43627	28Jun2013  2100	32.59
43628	28Jun2013  2130	32.59
43629	28Jun2013  2200	32.31
43630	28Jun2013  2230	32.31
43631	28Jun2013  2300	31.74
43632	28Jun2013  2330	31.74
43633	29Jun2013  0000	31.46
43634	29Jun2013  0030	31.46
43635	29Jun2013  0100	30.89
43636	29Jun2013  0130	30.61
43637	29Jun2013  0200	30.61
43638	29Jun2013  0230	30.04
43639	29Jun2013  0300	30.04
43640	29Jun2013  0330	30.04
43641	29Jun2013  0400	29.76
43642	29Jun2013  0430	29.76
43643	29Jun2013  0500	29.76
43644	29Jun2013  0530	29.76
43645	29Jun2013  0600	29.76
43646	29Jun2013  0630	29.76
43647	29Jun2013  0700	29.76
43648	29Jun2013  0730	29.76
43649	29Jun2013  0800	29.76
43650	29Jun2013  0830	29.76
43651	29Jun2013  0900	29.76
43652	29Jun2013  0930	30.04
43653	29Jun2013  1000	30.04
43654	29Jun2013  1030	30.61
43655	29Jun2013  1100	30.61
43656	29Jun2013  1130	30.89
43657	29Jun2013  1200	30.89
43658	29Jun2013  1230	31.46
43659	29Jun2013  1300	31.74
43660	29Jun2013  1330	31.74
43661	29Jun2013  1400	32.59
43662	29Jun2013  1430	33.16
43663	29Jun2013  1500	34.57
43664	29Jun2013  1530	35.42
43665	29Jun2013  1600	36.27
43666	29Jun2013  1630	37.41
43667	29Jun2013  1700	37.69
43668	29Jun2013  1730	38.82
43669	29Jun2013  1800	39.11
43670	29Jun2013  1830	39.67
43671	29Jun2013  1900	40.24
43672	29Jun2013  1930	41.09
43673	29Jun2013  2000	42.22
43674	29Jun2013  2030	43.36
43675	29Jun2013  2100	43.92
43676	29Jun2013  2130	44.77
43677	29Jun2013  2200	45.06
43678	29Jun2013  2230	45.06
43679	29Jun2013  2300	45.63
43680	29Jun2013  2330	46.48
43681	30Jun2013  0000	46.48
43682	30Jun2013  0030	47.04
43683	30Jun2013  0100	47.89
43684	30Jun2013  0130	48.18
43685	30Jun2013  0200	49.31
43686	30Jun2013  0230	50.44
43687	30Jun2013  0300	51.58
43688	30Jun2013  0330	52.99
43689	30Jun2013  0400	53.84
43690	30Jun2013  0430	55.26
43691	30Jun2013  0500	56.39
43692	30Jun2013  0530	57.24
43693	30Jun2013  0600	58.38
43694	30Jun2013  0630	59.23
43695	30Jun2013  0700	60.08
43696	30Jun2013  0730	61.21
43697	30Jun2013  0800	61.49
43698	30Jun2013  0830	62.34
43699	30Jun2013  0900	62.91
43700	30Jun2013  0930	63.20
43701	30Jun2013  1000	63.76
43702	30Jun2013  1030	63.76
43703	30Jun2013  1100	64.33
43704	30Jun2013  1130	64.33
43705	30Jun2013  1200	64.61
43706	30Jun2013  1230	64.61
43707	30Jun2013  1300	64.61
43708	30Jun2013  1330	64.61
43709	30Jun2013  1400	64.33
43710	30Jun2013  1430	64.33
43711	30Jun2013  1500	64.33
43712	30Jun2013  1530	63.76
43713	30Jun2013  1600	63.20
43714	30Jun2013  1630	62.91
43715	30Jun2013  1700	62.91
43716	30Jun2013  1730	62.34
43717	30Jun2013  1800	62.06
43718	30Jun2013  1830	61.49
43719	30Jun2013  1900	61.21
43720	30Jun2013  1930	60.64
43721	30Jun2013  2000	59.79
43722	30Jun2013  2030	59.23
43723	30Jun2013  2100	58.94
43724	30Jun2013  2130	58.38
43725	30Jun2013  2200	57.81
43726	30Jun2013  2230	56.68
43727	30Jun2013  2300	56.39
43728	30Jun2013  2330	55.83
43729	01Jul2013  0000	54.98
43730	01Jul2013  0030	54.41
43731	01Jul2013  0100	53.84
43732	01Jul2013  0130	53.28
43733	01Jul2013  0200	52.43
43734	01Jul2013  0230	51.86
43735	01Jul2013  0300	51.01
43736	01Jul2013  0330	50.44
43737	01Jul2013  0400	50.16
43738	01Jul2013  0430	49.59
43739	01Jul2013  0500	48.74
43740	01Jul2013  0530	48.18
43741	01Jul2013  0600	47.89
43742	01Jul2013  0630	47.04
43743	01Jul2013  0700	46.48
43744	01Jul2013  0730	46.19
43745	01Jul2013  0800	45.63
43746	01Jul2013  0830	45.06
43747	01Jul2013  0900	44.21
43748	01Jul2013  0930	43.92
43749	01Jul2013  1000	43.36
43750	01Jul2013  1030	43.36
43751	01Jul2013  1100	43.92
43752	01Jul2013  1130	43.92
43753	01Jul2013  1200	44.77
43754	01Jul2013  1230	47.04
43755	01Jul2013  1300	54.98
43756	01Jul2013  1330	65.18
43757	01Jul2013  1400	68.30
43758	01Jul2013  1430	72.26
43759	01Jul2013  1500	75.95
43760	01Jul2013  1530	79.91
43761	01Jul2013  1600	84.17
43762	01Jul2013  1630	88.42
43763	01Jul2013  1700	92.10
43764	01Jul2013  1730	96.07
43765	01Jul2013  1800	99.19
43766	01Jul2013  1830	101.74
43767	01Jul2013  1900	102.87
43768	01Jul2013  1930	104.57
43769	01Jul2013  2000	105.14
43770	01Jul2013  2030	106.27
43771	01Jul2013  2100	107.12
43772	01Jul2013  2130	108.25
43773	01Jul2013  2200	110.80
43774	01Jul2013  2230	113.07
43775	01Jul2013  2300	117.61
43776	01Jul2013  2330	121.57
43777	02Jul2013  0000	127.24
43778	02Jul2013  0030	133.47
43779	02Jul2013  0100	141.13
43780	02Jul2013  0130	146.51
43781	02Jul2013  0200	152.75
43782	02Jul2013  0230	157.85
43783	02Jul2013  0300	163.51
43784	02Jul2013  0330	167.20
43785	02Jul2013  0400	171.73
43786	02Jul2013  0430	174.85
43787	02Jul2013  0500	177.97
43788	02Jul2013  0530	181.08
43789	02Jul2013  0600	183.35
43790	02Jul2013  0630	184.77
43791	02Jul2013  0700	185.62
43792	02Jul2013  0730	187.32
43793	02Jul2013  0800	187.32
43794	02Jul2013  0830	187.32
43795	02Jul2013  0900	186.47
43796	02Jul2013  0930	185.62
43797	02Jul2013  1000	184.77
43798	02Jul2013  1030	182.50
43799	02Jul2013  1100	180.23
43800	02Jul2013  1130	178.53
43801	02Jul2013  1200	176.27
43802	02Jul2013  1230	173.43
43803	02Jul2013  1300	171.17
43804	02Jul2013  1330	167.20
43805	02Jul2013  1400	164.36
43806	02Jul2013  1430	161.53
43807	02Jul2013  1500	157.85
43808	02Jul2013  1530	154.16
43809	02Jul2013  1600	150.76
43810	02Jul2013  1630	147.08
43811	02Jul2013  1700	143.68
